Título,Autores,Precio,Disponibilidad,Rating,Categoría,Stock,URL
Between the World and Me,['Libros Maestros'],Â£56.91,In stock,Four,Nonfiction,In stock (8 available),https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html
Being Mortal: Medicine and What Matters in the End,['Atul Gawande'],Â£55.06,In stock,Four,Nonfiction,In stock (8 available),https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html
"A Murder Over a Girl: Justice, Gender, Junior High",['Ken Corbett'],Â£13.20,In stock,Three,Nonfiction,In stock (8 available),https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html
For the Love: Fighting for Grace in a World of Impossible Standards,['Instaread'],Â£45.13,In stock,Three,Nonfiction,In stock (7 available),https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html
Finding God in the Ruins: How God Redeems Pain,['Donna J. Stundahl'],Â£46.64,In stock,Two,Nonfiction,In stock (7 available),https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,['Oliver Sacks'],Â£59.45,In stock,Four,Nonfiction,In stock (6 available),https://books.toscrape.com/catalogue/the-man-who-mistook-his-wife-for-a-hat-and-other-clinical-tales_451/index.html
In Cold Blood,['Truman Capote'],Â£49.98,In stock,Four,Nonfiction,In stock (6 available),https://books.toscrape.com/catalogue/in-cold-blood_432/index.html
"Girl, Interrupted",['Susanna Kaysen'],Â£42.14,In stock,Three,Nonfiction,In stock (6 available),https://books.toscrape.com/catalogue/girl-interrupted_429/index.html
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,['Thomas Piketty'],Â£48.67,In stock,Two,Nonfiction,In stock (5 available),https://books.toscrape.com/catalogue/why-save-the-bankers-and-other-essays-on-our-economic-and-political-crisis_418/index.html
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,['Rob Sheffield'],Â£25.15,In stock,Four,Nonfiction,In stock (5 available),https://books.toscrape.com/catalogue/talking-to-girls-about-duran-duran-one-young-mans-quest-for-true-love-and-a-cooler-haircut_394/index.html
My Mother Was Nuts,['Penny Marshall'],Â£31.63,In stock,Four,Nonfiction,In stock (5 available),https://books.toscrape.com/catalogue/my-mother-was-nuts_388/index.html
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",['Amy Webb'],Â£32.35,In stock,Three,Nonfiction,In stock (5 available),https://books.toscrape.com/catalogue/data-a-love-story-how-i-gamed-online-dating-to-meet-my-match_367/index.html
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,['Stephon Alexander'],Â£38.71,In stock,Three,Nonfiction,In stock (4 available),https://books.toscrape.com/catalogue/the-jazz-of-physics-the-secret-link-between-music-and-the-structure-of-the-universe_350/index.html
The Gunning of America: Business and the Making of American Gun Culture,['Pamela Haag'],Â£16.81,In stock,Four,Nonfiction,In stock (4 available),https://books.toscrape.com/catalogue/the-gunning-of-america-business-and-the-making-of-american-gun-culture_347/index.html
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,['Eric Weiner'],Â£28.23,In stock,Two,Nonfiction,In stock (4 available),https://books.toscrape.com/catalogue/the-geography-of-bliss-one-grumps-search-for-the-happiest-places-in-the-world_346/index.html
God Is Not Great: How Religion Poisons Everything,['Christopher Hitchens'],Â£27.80,In stock,One,Nonfiction,In stock (4 available),https://books.toscrape.com/catalogue/god-is-not-great-how-religion-poisons-everything_323/index.html
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,['Juan Williams'],Â£31.95,In stock,Three,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/we-the-people-the-modern-day-figures-who-have-reshaped-and-affirmed-the-founding-fathers-vision-of-america_302/index.html
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,['J. K. Rowling'],Â£50.66,In stock,Three,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/very-good-lives-the-fringe-benefits-of-failure-and-the-importance-of-imagination_298/index.html
"Unstuffed: Decluttering Your Home, Mind, and Soul",['Ruth Soukup'],Â£58.09,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/unstuffed-decluttering-your-home-mind-and-soul_296/index.html
Under the Banner of Heaven: A Story of Violent Faith,['Jon Krakauer'],Â£30.00,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/under-the-banner-of-heaven-a-story-of-violent-faith_295/index.html
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",['Ken Ilgunas'],Â£53.51,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/trespassing-across-america-one-mans-epic-never-done-before-and-sort-of-illegal-hike-across-the-heartland_291/index.html
The Name of God is Mercy,['Pope Francis'],Â£37.25,In stock,Two,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/the-name-of-god-is-mercy_264/index.html
Stiff: The Curious Lives of Human Cadavers,['Worth Books'],Â£36.74,In stock,Three,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/stiff-the-curious-lives-of-human-cadavers_226/index.html
Spilled Milk: Based on a True Story,['Scott Upper'],Â£49.51,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/spilled-milk-based-on-a-true-story_225/index.html
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",['Nathalia Holt'],Â£41.67,In stock,Four,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html
Outliers: The Story of Success,['Worth Books'],Â£14.16,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/outliers-the-story-of-success_204/index.html
Notes from a Small Island (Notes From a Small Island #1),['Bill Bryson'],Â£40.17,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/notes-from-a-small-island-notes-from-a-small-island-1_200/index.html
Night (The Night Trilogy #1),['J.E. Taylor'],Â£13.51,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/night-the-night-trilogy-1_199/index.html
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",['Christy Wilson Beam'],Â£57.83,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html
Letter to a Christian Nation,['Sam Harris'],Â£22.20,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/letter-to-a-christian-nation_186/index.html
Let's Pretend This Never Happened: A Mostly True Memoir,['Jenny Lawson'],Â£45.11,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,['Julia Cameron'],Â£42.38,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html
Into the Wild,['Jon Krakauer'],Â£56.70,In stock,Five,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/into-the-wild_177/index.html
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",['Erik Larson'],Â£28.85,In stock,Three,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,['Malala Yousafzai'],Â£28.88,In stock,Two,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html
Gratitude,['Rhonda Byrne'],Â£26.66,In stock,Five,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/gratitude_163/index.html
Disrupted: My Misadventure in the Start-Up Bubble,['Dan Lyons'],Â£15.28,In stock,Five,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/disrupted-my-misadventure-in-the-start-up-bubble_148/index.html
Brave Enough,['LINDSEY. STIRLING'],Â£51.32,In stock,Five,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/brave-enough_135/index.html
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",['Christopher McDougall'],Â£27.35,In stock,Two,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html
Blink: The Power of Thinking Without Thinking,[],Â£21.74,In stock,Five,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/blink-the-power-of-thinking-without-thinking_132/index.html
Black Flags: The Rise of ISIS,['Worth Books'],Â£40.87,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/black-flags-the-rise-of-isis_131/index.html
Are We Smart Enough to Know How Smart Animals Are?,['Frans de Waal'],Â£56.58,In stock,One,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/are-we-smart-enough-to-know-how-smart-animals-are_121/index.html
A Walk in the Woods: Rediscovering America on the Appalachian Trail,['Bill Bryson'],Â£30.48,In stock,Four,Nonfiction,In stock (3 available),https://books.toscrape.com/catalogue/a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html
"The Suffragettes (Little Black Classics, #96)",[],Â£11.89,In stock,Two,Nonfiction,In stock (2 available),https://books.toscrape.com/catalogue/the-suffragettes-little-black-classics-96_112/index.html
Kindle Paperwhite User's Guide,['Quick Guides Team'],Â£34.00,In stock,Three,Nonfiction,In stock (2 available),https://books.toscrape.com/catalogue/kindle-paperwhite-users-guide_103/index.html
H is for Hawk,['Helen Macdonald'],Â£57.42,In stock,Five,Nonfiction,In stock (2 available),https://books.toscrape.com/catalogue/h-is-for-hawk_102/index.html
Travels with Charley: In Search of America,['David Shook'],Â£57.82,In stock,Five,Nonfiction,In stock (1 available),https://books.toscrape.com/catalogue/travels-with-charley-in-search-of-america_90/index.html
The Tumor,"['John Grisham', 'Focused Ultrasound Foundation']",Â£41.56,In stock,Five,Nonfiction,In stock (1 available),https://books.toscrape.com/catalogue/the-tumor_85/index.html
The End of the Jesus Era (An Investigation #1),['Vernon Sparks'],Â£14.40,In stock,One,Nonfiction,In stock (1 available),https://books.toscrape.com/catalogue/the-end-of-the-jesus-era-an-investigation-1_64/index.html
"Eat, Pray, Love",['Elizabeth Gilbert'],Â£51.32,In stock,Three,Nonfiction,In stock (1 available),https://books.toscrape.com/catalogue/eat-pray-love_16/index.html
Rip it Up and Start Again,['Simon Reynolds'],Â£35.02,In stock,Five,Music,In stock (19 available),https://books.toscrape.com/catalogue/rip-it-up-and-start-again_986/index.html
"Our Band Could Be Your Life: Scenes from the American Indie Underground, 1981-1991",['Michael Azerrad'],Â£57.25,In stock,Three,Music,In stock (19 available),https://books.toscrape.com/catalogue/our-band-could-be-your-life-scenes-from-the-american-indie-underground-1981-1991_985/index.html
How Music Works,['David Byrne'],Â£37.32,In stock,Two,Music,In stock (19 available),https://books.toscrape.com/catalogue/how-music-works_979/index.html
Love Is a Mix Tape (Music #1),['Rob Sheffield'],Â£18.03,In stock,One,Music,In stock (14 available),https://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html
Please Kill Me: The Uncensored Oral History of Punk,"['Legs McNeil', 'André Malraux', 'Gillian McCain']",Â£31.19,In stock,Four,Music,In stock (8 available),https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html
Kill 'Em and Leave: Searching for James Brown and the American Soul,['James McBride'],Â£45.05,In stock,Five,Music,In stock (8 available),https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html
"Chronicles, Vol. 1",['Matt Wagner'],Â£52.60,In stock,Two,Music,In stock (7 available),https://books.toscrape.com/catalogue/chronicles-vol-1_462/index.html
This Is Your Brain on Music: The Science of a Human Obsession,['Daniel Levitin'],Â£38.40,In stock,One,Music,In stock (5 available),https://books.toscrape.com/catalogue/this-is-your-brain-on-music-the-science-of-a-human-obsession_414/index.html
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors","['Josh Aronson', 'Denise George']",Â£12.36,In stock,Three,Music,In stock (4 available),https://books.toscrape.com/catalogue/orchestra-of-exiles-the-story-of-bronislaw-huberman-the-israel-philharmonic-and-the-one-thousand-jews-he-saved-from-nazi-horrors_337/index.html
No One Here Gets Out Alive,"['Jerry Hopkins', 'Danny Sugerman']",Â£20.02,In stock,Five,Music,In stock (4 available),https://books.toscrape.com/catalogue/no-one-here-gets-out-alive_336/index.html
Life,['Yann Martel'],Â£31.58,In stock,Five,Music,In stock (2 available),https://books.toscrape.com/catalogue/life_104/index.html
Old Records Never Die: One Man's Quest for His Vinyl and His Past,['Eric Spitznagel'],Â£55.66,In stock,Two,Music,In stock (1 available),https://books.toscrape.com/catalogue/old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html
Forever Rockers (The Rocker #12),['Terri Anne Browning'],Â£28.80,In stock,Three,Music,In stock (1 available),https://books.toscrape.com/catalogue/forever-rockers-the-rocker-12_19/index.html
"The Coming Woman: A Novel Based on the Life of the Infamous Feminist, Victoria Woodhull",['Karen J. Hicks'],Â£17.93,In stock,Three,Default,In stock (19 available),https://books.toscrape.com/catalogue/the-coming-woman-a-novel-based-on-the-life-of-the-infamous-feminist-victoria-woodhull_993/index.html
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,['Worth Books'],Â£22.60,In stock,Four,Default,In stock (19 available),https://books.toscrape.com/catalogue/the-boys-in-the-boat-nine-americans-and-their-epic-quest-for-gold-at-the-1936-berlin-olympics_992/index.html
"Starving Hearts (Triangular Trade Trilogy, #1)",['Janine Mendenhall'],Â£13.99,In stock,Two,Default,In stock (19 available),https://books.toscrape.com/catalogue/starving-hearts-triangular-trade-trilogy-1_990/index.html
America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana,['Wayne Stewart'],Â£22.50,In stock,Three,Default,In stock (19 available),https://books.toscrape.com/catalogue/americas-cradle-of-quarterbacks-western-pennsylvanias-football-factory-from-johnny-unitas-to-joe-montana_974/index.html
